-----------------------------------------------------------------------------------------
Test Sentence: Lance is highly knowledgeable on this subject.
Top 100 Translations
	Lance was very perceptive about the subject.
	Lance knows this subject pretty well, I don't know.
	Lance knew the subject very well.
	Lance knew a great deal about the subject.
	Lance knows a lot about the subject.
	Lance has a lot of sense for the subject, that's all.
	Lance is very well placed to know the subject.
	Lance had a pretty deep knowledge of the subject.
	Lance has a good idea about the topic. You can ask me if you'd like to tell you a little bit about it.
	Lance is very well aware of the subject.
	Lance has a deep understanding of the subject.
	Lance has a deep understanding of the subject.
	Lance had a great understanding of the subject.
	Lance has an excellent understanding of the subject.
	Lance had a deep understanding of the subject.
	Lance knows that topic in a very well-articulated way.
	Lance has a very good knowledge of this subject.
	Lance knows a lot about this topic, isn't he?
	Lance is quite aware of the subject.
	Lance knows the subject very well.
	Lance knows all the details of the subject.
	Lance knows what this is all about.
	Lance knew the subject very well, didn't he?
	Lance is quite aware of the subject.
	Lance knows the subject very well.
	Lance understands this very well, I don't see how to talk about it.
	Lance knows all kinds of things about this.
	Lance knows a lot of things about the subject. Lance knows a lot about it.
	Lance has a lot of knowledge on this subject. Lance knows it well.
	Lance has a wealth of knowledge on the subject. Lance knows everything about it.
	Lance knows so much about this topic. Lance knows so much about it.
	Lance is very well informed about this subject. Lance knows all about it.
	Lance knows a lot about this subject. Lance does. He knows a lot about it.
	Lance has a great deal of knowledge on the subject. Lance knows all about it.
	Lance has a rich understanding of the topic, and Lance is very familiar with it.
	Lance has a great deal of knowledge in this subject. Lance has a great grasp of it.
	Lance is very knowledgeable about this issue, and Lance is very familiar with it.
-----------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------
Test Sentence: I need a good explanation of all the costs involved in buying a new car.
Top 100 Translations
	I need a good explanation for all the cost of purchasing a new car.
	I need a good explanation for the full cost of buying a new car.
	And I need a good explanation about all the costs of purchase of a new car.
	I'm gonna need a good explanation for all the costs of buying new cars.
	I need a good explanation about the full cost of buying a new car.
	I needed a good explanation for all the costs of buying a new car.
	I need a good explanation for all costs related to the purchase of a new car.
	I need a good explanation for the whole cost of buying a new car.
	I need a good explanation for all the costs of buying a new car.
	I need a good explanation for the entire cost of buying a new car.
	I need a good explanation about all the costs involved in purchasing a new car to buy a new car.
	I need a good explanation for all the costs of buying new cars, for the cost of buying a new car.
	And I need a good explanation about all the costs that's involved in getting a new car that's going to buy a new car.
	I need a good explanation for all the costs involved in purchasing a new car and buying a new car.
	I need a better explanation of all the cost of buying new car and buying a new car.
	I'm gonna need an explanation for all the cost involved in buying the new car and buying a new car.
	I need a good explanation for the costs involved in buying a new car all over the way to buy a new car.
	- I needed a good explanation for all the costs of getting a new car and buying a new car.
	I need a good explanation for all the charges that were incurred to buy new vehicles to buy a new car.
	I'm gonna need an explanation for the entire cost of buying a new car and buying it for a new car.
	How much money is this new car gonna cost, and I've got a good explanation, how much it will cost to buy a new car.
	How much it costs to buy a new car. I have a good reason for saying. How much does it cost to buy a new car?
	How much it costs to buy a new vehicle? I need to have a good explanation for how much it costs to buy a new car.
	How much is it gonna cost for new vehicles? I need to know, how much it costs to get a new car.
	How much it costs to get a new car. I've got to figure out a good explanation. How much it cost to buy a new car.
	How much do we pay for the new car? I have to have an explanation. How much does it cost to buy a new car?
	How much does it cost to buy a new car? I need to have a better explanation of how much it's going to cost to buy a new car.
	How much does it cost to get a new truck, and I gotta have something to explain, how much it cost to get a new car.
	How much money it cost to buy new cars, I've got one to explain to me how much it's cost to buy a new car.
	How much it costs for the new car? I have to tell you. How much it cost to get a new car.
	The whole cost of shopping a new car, I need a good explanation.
	The full costs of buying a new car. I need a good explanation.
	I need a good explanation of the total costs involved in the purchase of a new car.
	I'm going to need an explanation for all the costs involved in buying a new car.
	The full cost of getting a new car. I'll need a good explanation.
	For the whole cost of a new car, I need a good explanation.
	The full amount of costs involved in getting a new car, I need a good explanation.
	I'm gonna need a good explanation for the full amount of money I'm gonna cost to buy a new car.
	What I need is a good explanation of the whole cost involved in getting a new car.
	I need a good explanation as to the full costs of buying a new car.
	I need a clear explanation for how much you'll pay for this new car. How much will I take for a new car?
	And I need to make it clear what it's gonna cost me for buying a new car... how much it costs me to buy a new car?
	I need to explain exactly what it costs to buy a new car and how it costs me to buy a new car.
	I need to know exactly how much I'll pay to buy a new truck, how much I'll cost to buy a new car.
	I need to explain how much it costs to buy a new car. How much it would cost to buy a new car?
	I need to explain precisely how much I'm gonna cost to get a new car. How much I would pay to buy a new car?
	I need a good explanation of how much money I'm going to get for a new car. How much am I going to cost for a new car?
	I need to clarify how much it cost to buy a new car. How much am I gonna costs to buy a new car?
	I need a clear explanation of what it cost to purchase a new car. How much it cost me to buy a new car?
	I need an explanation on how much a new car would cost. What would I pay for a new car?
	I need a good explanation of the costs involved in buying a new car.
	I want a very good explanation of how much I pay for the purchase of the new car.
	I need to have an explanation of all the cost involved in buying a new car.
	And I need a good explanation of all the expenses associated with the new car.
	I'm going to need a nice explanation for what it's like to buy the new car.
	I'm going to need to make a very good explanation for what it cost to buy a new car.
	I need a good explanation for all the costs involved in the purchase of a new car.
	I'm gonna need a nice explanation of what costs to buy a new car.
	And I need a very good explanation for what it costs to buy a new car as well as for what it costs to buy a new car.
	I'm gonna need a good explanation for everything you need to spend on buying the new car.
	I need a detailed explanation as to how much it would cost to buy a new car.
	I'll need a lot of details about how much it would cost to buy this new car, and I'd like a good explanation.
	I need to explain in detail, how much money is it gonna cost for me to buy a new car.
	I need to explain this in detail what it cost to buy a new car.
	I'm going to need some details on how much it costs to buy a new car.
	I'm gonna have to explain everything. How much is it gonna cost to buy a new car, and I'm gonna have to explain it to you a little bit.
	I'm gonna need a detailed explanation, how much it costs to get the new car, I need a good explanation.
	I'm gonna need a detailed explanation for the cost of getting a new car. I need a good explanation.
	- I need to know more. How much you need to spend buying a new one. I've got to explain this a little bit.
	I need an explanation on how much it would cost to buy a new car.
	And I'd like to explain clearly the whole cost involved in buying a new car.
	I need to be clear about how the new car is going to spend all the money that we're gonna have on getting the new car.
	I need to explain clearly what the whole cost of buying a new car is.
	I'll need to make it clear all the expenses that are involved in buying a new car.
	I want to be clear on the costs of the new vehicle, the entire cost of purchasing the new car.
	I have to explain clearly what's gonna happen to all the new cars, and the cost of buying new ones.
	I need to explain clearly what you're gonna cost me for the new car, and how much you're gonna need for the new car.
	I need to get a clear account of all the costs involved in getting a new car.
	I need a clear explanation for all the costs involved in the new car and the purchase of the new car.
	I'm gonna need a clear explanation about all the expenses of a new car for the purchase of a new car.
	I need an explanation that's right with all costs involved in buying a new car.
	I need a correct explanation with all costs related to the purchase of a new car.
	I need a correct explanation with all the costs related to the purchase of a new car.
	And I need to get an explanation that's true with all the costs that's involved in buying a new car.
	I need a correct explanation with all the costs involved in the purchase of a new car.
	I need a proper explanation with all costs involved in the purchase of a new car.
	And I need a good explanation with all of the costs involved in purchasing a new car.
	I need a proper explanation of the cost of the whole thing involving the purchase of a new car.
	I need a proper explanation with respect to all the costs involved in buying a new car.
	I'm going to require a proper explanation with all of the costs that are involved in the purchase of a new car.
	I want to explain in detail everything that's gonna have to be done for the purchase of a new car.
	I need details on all the charges to cover the purchase of a new car.
	I need a detailed explanation of all the expenses that need to be paid to buy a new car.
	I need details on all the costs that will have to be paid for purchasing a new car.
	I need a full explanation of all costs that need to be paid to buy a new car.
	I need a full explanation for every cost I've got to pay to buy a new car.
	I'm going to need to explain in full everything that's been required to buy a new car.
	I needed to explain with detail all the costs that would have been incurred for the purchase of a new car.
	I'm going to need details about all the costs of purchasing a new car.
	I'm gonna need detailed explanations of all the fees that need to be paid for the purchase of a new car.
-----------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------
Test Sentence: There was a lively debate about the Middle East, then they moved to a vote.
Top 100 Translations
	The question of the Middle East has been the subject of intensive debate among the parties, which has since been followed by a vote.
	There was intense debate about the Middle East issue, which was followed by a vote.
	The Middle East region was heavily debated by the parties, followed by a vote.
	There were intensive debates on the Middle East issue, following which a vote was taken.
	There has been a intense debate on the question of the Middle East, which has been followed by a vote.
	The Middle East issue had been heavily debated by all sides, after which a vote was taken.
	The Middle East region was heavily debated by all sides, followed by a vote.
	The issue of Middle East was the subject of intense debate on the part of the parties, before a vote on it was put to the vote.
	There had been intense debate on the Middle East issue, which had been followed by a vote.
	There was intense debate over the Middle East problem, which was followed by a vote.
	They then proceeded with a vigorous debate on the Middle East, which was followed by a vote.
	There was an intense debate on the Middle East at that time, after which they put their votes to the vote.
	They then proceeded to a vote after a vigorous debate on the Middle East.
	There was a lively debate in the Middle East, followed by a vote.
	There was a lively debate on the Middle East and they proceeded to a vote.
	They proceeded to vote after a lively debate on the Middle East.
	They then held a lively debate on the Middle East, and they then proceeded to a vote.
	There was intense debate about the Middle East, which was followed by a vote.
	A lively debate ensued concerning the Middle East, before they proceeded to a vote.
	The Middle East was the subject of a heated debate at that time, before they proceeded to a vote.
	There had been intense debate about the Middle East at that time, after which they moved for a vote.
	There was a very violent debate in the Middle East at the time, after which they moved for a vote.
	When there was intense debate about the Middle East at that time, they then moved for a vote.
	At that time, there was a fierce debate about the Middle East, and then they moved for a vote.
	The Middle East had been vehemently debated at that time, and they subsequently moved for a vote.
	There was some intense debate about the Middle East at the time, after which they had moved for a vote.
	There was a very heated debate in the Middle East at that time, and then they moved for a vote.
	There had been an intense debate about the Middle East at that time and they then moved for a vote.
	There was intense debate in the Middle East, before they moved for a vote.
	On that occasion there was a lively debate about the Middle East, which they then moved for a vote.
	The Middle East was enthusiastically debated, after which they proceeded to a vote.
	There was a very lively debate in the Middle East and they then proceeded to a vote.
	The Middle East was debated lively at the time, and the vote was followed by a vote.
	The Middle East was under a very active debate, following which they proceeded to a vote.
	There was an active debate about the Middle East, which was followed by a vote.
	There was a lively debate on the Middle East, and they then proceeded to a vote.
	After a lively debate in the Middle East, they proceeded to a vote.
	At that time, there was a lively debate in the Middle East, and they then proceeded to a vote.
	There was a heated debate on the Middle East, and they proceeded to a vote.
	They had an active debate on the Middle East, which in turn had been followed by a vote.
	There had been an intense debate on the Middle East that had since resulted in a abstaining vote.
	There had been an intense debate on the Middle East that had been followed by a abstaining vote.
	There was an intense debate about the Middle East, which was followed by a abstaining vote.
	There had been an intense debate in the Middle East that had been followed by a waiver of the vote.
	There had been a fierce debate about the Middle East, and they had subsequently abstained in the vote.
	There had been a violent debate in the Middle East, after which they had abstained in the vote.
	On the Middle East, there was a heated debate, after which they abstained.
	There had been a period of intense debate in the Middle East, after which they had abstained in the vote.
	There was an intense debate on the Middle East, and they subsequently abstained in the vote.
	There had been intense debate in the Middle East, and they had subsequently abstained in the vote.
	They engaged in a lively debate in the Middle East, which was followed by a vote.
	The Middle East was debated intensively at that time, and then they put their votes to the vote.
	They then had a very lively debate on the Middle East before they proceeded to a vote.
	There was an intense debate on the Middle East and they then proceeded to a vote.
	There was a lively debate in the Middle East, after which they proceeded to a vote.
	A lively debate then took place on the Middle East, before they cast a vote.
	The Middle East was the subject of active debate, followed by a vote.
	It was the Middle East that had been the subject of a strong debate, and then they had taken a vote.
	A lively debate was held on the Middle East after which they proceeded to a vote.
	There was a lively debate about the Middle East, after which they proceeded to put their votes to the vote.
	There was an active debate on the Middle East, and they subsequently abstained in the vote.
	There had been a vibrant debate on the Middle East, which had since been followed by a abstaining vote.
	After a lively debate on the Middle East, they abstained in the vote.
	There had been a lively debate over the Middle East, which was followed by a abstaining vote.
	There had been a heated debate in the Middle East, which they had subsequently abstained in the vote.
	There was a robust debate in the Middle East, which was followed by a abstaining vote.
	They had then abstained from voting after a lively debate on the Middle East.
	They had been the result of a lively debate about the Middle East, which they subsequently abstained in the vote.
	They subsequently abstained in a lively debate on the Middle East.
	They then abstained in the vote when there was a lively debate on the Middle East.
	There had been a hot debate in the Middle East, followed by a vote.
	The Middle East was the scene of a heated debate, which were then followed by a vote.
	There had been a lively contest in the Middle East, which they had followed by a vote.
	There was a lively argument in the Middle East, and then they voted again.
	There was an intense controversy in the Middle East, which was followed by a vote.
	In the Middle East, the debate was lively, and then they went on to put it to a vote.
	In the Middle East there was a lively debate, after which they voted again.
	In the Middle East, a lively controversy took place, which was followed by a vote.
	There was an intense controversy in the Middle East, which was followed by a vote.
	The Middle East had an infuriated debate that was then followed by a vote.
	They had a very lively debate of the Middle East, after which they had decided to proceed to a vote.
	They had had a lively debate on the question of the Middle East and decided to put it to a vote.
	They held an intense debate on the Middle East issue, after which they decided to put them to a vote.
	They held a vigorous debate on the Middle East and then decided to put it to a vote.
	They had a lively debate on the Middle East issue before deciding to put it to a vote.
	After a heated debate about the Middle East issue, they decided to put the matter to a vote.
	They had a lively debate on the issue of the Middle East, after which they had decided to put the matter to a vote.
	After heated debates had taken place on the Middle East issue, they had decided to proceed to a vote.
	They held an active debate on the Middle East question before deciding to put it to a vote.
	Following a lively debate on the Middle East issue, they decided that a vote would be taken.
	There has been a very intense debate on the Middle East, and they then proceeded to a vote.
	There had been intense debates in the Middle East that had been followed by a vote.
	There was intense debate in relation to the Middle East, followed by a vote.
	There had been a vigorous debate on the Middle East, and they had proceeded to a vote.
	There was a heated debate on the Middle East and they proceeded to put it to a vote.
	There had been heavy debate in the Middle East, and they would then take a vote.
	There was an intense debate on the Middle East, following which they proceeded to a vote.
	There was an intense debate in respect of the Middle East, which was followed by a vote.
	There was a violent debate on the Middle East and they then put a vote to it.
	There had been intense debate on the Middle East, followed by a vote.
-----------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------
Test Sentence: The doctor told him to lose weight quickly or pay the price later in life.
Top 100 Translations
	He was told by the doctor that the weight should be cut quickly, otherwise it would be at a cost at a later stage.
	The doctor told him that it was necessary to have a fast diet before the price would have to be paid at a later stage.
	The doctor informed him that it should be rapidly lost, or that it would be costly at a later date.
	The doctor told him that he should lose weight swiftly, otherwise he would pay the price at a later stage.
	The doctor told him that it would be necessary to reduce weight quickly, otherwise there would have been a price at a later stage.
	Doctors told him that he should have fast diets or have to pay the price at a later stage.
	The doctor told him that there should be a fast diet or that there should be a price to pay at a later stage.
	The doctors told him that the reduction should take place quickly, or else the price would have to be paid at a later stage.
	The doctor informed him that the weight reduction should be taken quickly or that there would be a price to pay at a later stage.
	The doctors told him that the weight should be lost quickly, otherwise the cost would have to be paid later.
	The doctor told him to slow down fast or to pay the price for the rest of his life.
	Doctors made him lose weight very soon, or they'll pay for the rest of his life.
	The doctor gave him a fast diet, or he would pay the price for the rest of his life.
	He is quickly reduced in weight by a physician, and he'll be paying the price for the rest of his life.
	The doctor ordered him to lose weight soon or pay the price for the rest of his life.
	The doctor had his weight cut quickly, or he had to pay for it in the rest of his life.
	The doctor made him lose weight soon, or he'll pay for it for the rest of his life.
	The doctor would let him lose weight quickly or pay the price of his life in the rest of his life.
	The doctor ordered him to lose weight soon or to pay the price for the rest of his life.
	Doctors gave him the right to lose weight fast or pay for the rest of his life.
	The doctor told him that he had lost weight as quickly as possible or had paid the price at a later stage of his life.
	The doctor informed him that he would lose weight early or pay the price for the later part of his life.
	The doctor had told him to lose weight as quickly as possible or to pay the subsequent price of his life.
	The doctor said to him to lose weight as quickly as possible or at a cost to him in later stages of his life.
	The doctor said to him that he had fast weight loss, or that he had paid a price on the later stages of his life.
	The doctor told him to lose weight as soon as possible or at a later time in his life.
	The doctor informed him that they were losing weight, or that they were paying for a later stage of their lives, as soon as possible.
	The doctor had told him to lose weight soon or at the later cost of his life.
	He has been told by the same doctor to lose weight as soon as possible or to pay a later price for his life.
	The doctor told him to lose weight as quickly as possible or to pay the price for the later part of his life.
	The doctor has told him to lose weight quickly, or the rest of my life, he has to pay.
	Doctors told him to lose weight, or to pay for the rest of his life.
	The doctor told him to lose weight soon, or to pay the price for the rest of his life.
	The doctors told him to lose a lot of weight, or else to pay for the rest of his life.
	The doctor tells me he's gonna lose his weight fast or he'll have to pay the price in the rest of his life.
	The doctor told him he should lose weight, or he'll pay for what he's gonna do in the rest of his life.
	The doctors told him he needs to lose weight soon or that he'll have a price in the rest of his life.
	He'll have to lose his weight soon, or he'll be paying the price for the rest of his life.
	The doctors tell him he's gotta lose weight quick, or he's gonna pay the cost for the rest of his life.
	The doctor tells him to lose weight soon, or he's gonna pay the price in the rest of his life.
	The doctor gave him a weight loss, or paid him a price for later in his life.
	The doctor gave him a weight loss or paid a price for the later part of his life.
	The doctor made him lose weight or pay the price at the later part of his life.
	The doctor lets him lose weight, or it's payin' for the late part of his life.
	The doctor lets him lose weight or the price of the later part of his life.
	The doctors let him lose weight or pay the price at a later stage of his life.
	The doctors gave him a weight loss, or they paid for the later part of his life.
	The doctor let him lose weight, or pay for the later part of his life.
	The doctor lets him lose weight or pays for the late stages of his life.
	Doctors get him to lose weight or pay a price for the later part of his life.
	The doctor ordered him to slow down the diet, or he's gonna pay for it later.
	Doctors make him lose weight very quickly, or give it to him later.
	The doctor told him to slow down his weight or to give money at a later date.
	Doctors had given him a quick diet, or he would have paid for it later.
	The doctor asked him to quickly lose weight or to pay later.
	Doctors tell him to have a fast weight loss, or they pay for it at a later stage.
	Doctors gave him rapid weight loss, or paid him back at a later date.
	The doctor had given him fast weight reduction or he was to give him some money at a later date.
	The doctor let him have a quick diet or pay him later.
	The doctor gave him rapid weight-cutting or he gave him the money at a later date.
	The doctor told him to lose weight as soon as possible before he would be at the cost of life in the future.
	He had been told by the doctor that diet would be reduced quickly, otherwise it would pay a price for the rest of his life.
	The physician told him to lose weight as rapidly as possible or to the cost of life in the future.
	He was told by the doctor that the reduction in weight was quick, otherwise he would have to pay the price of life in the future.
	The doctor told him that weight loss could take place quickly, or that it would cost him later in his life.
	The doctor told him to lose weight as fast as possible, or there was a cost in the life ahead.
	He was informed that he was to lose weight as quickly as possible or to pay the price in the event of a later life.
	The physician told him that the weight would be lost as soon as possible or that there was a price in his life, if you did not, in the later stages of his life.
	The doctor told him to lose weight quickly, otherwise he would have to pay for his future life.
	He was told that his diet should be reduced as quickly as possible, or that he would have to pay for the rest of his life.
	He was told by the doctor to lose weight as soon as possible, otherwise this will cost him for the last part of his life.
	The doctor advised him to lose weight soon or to have to pay the later part of his life.
	He was told by the doctor to lose weight as soon as possible, otherwise it would be at a cost for later in his life.
	The doctor had told him that it was difficult to lose weight as quickly as possible or to pay the price at an later stage of his life.
	He was told that the loss of weights would be at an early price for the part of his life.
	The doctor told him to reduce weights as soon as possible, or to pay at a late stage in his life.
	The doctor told him to lose weight as quickly as possible or for the costs to be paid in the later stages of his life.
	The doctor told him to fast down his weight before it could be at a later price in his life.
	He was told that he should lose weight as soon as possible, otherwise it would have a cost in the later part of his life.
	The doctor told him that he would lose weight as soon as possible and otherwise pay the price of the rest of his life.
	He was told by the doctor to lose weight or pay the price for the later stages of his life as soon as possible.
	This doctor told him to lose weight or to pay him the price of his life at an advanced stage of his life as soon as possible.
	The doctor asked him to lose weight as soon as possible or pay for him in the later stages of his life.
	The doctor called him to lose weight or pay for him later in his life as soon as possible.
	The doctor told him to cut weight as quickly as possible or to pay the price he needed at a later stage of his life.
	He was told by the physician to lose weight as soon as possible, or to pay for him the price of the later part of his life.
	The doctor called him for a reduction in weight or the payment of the costs incurred by him at a late stage of his life as soon as possible.
	The physician told him to lose weight or pay for him as quickly as possible for the latter part of his life.
	The doctor called on him to lose weight as quickly as possible and to pay the costs incurred in the later stages of his life.
	The doctor told him to lose weight as soon as possible or pay the price for him for the later part of his life.
	The doctor told him to lose weight as soon as possible, or pay the price for the later part of his life.
	He was told by the doctor that he was losing weight as soon as possible, or that it was costly to pay for the later part of his life.
	The doctor informed him about the loss of weight as soon as possible or of the cost of a later part of his life.
	The doctor told him he would lose weight as soon as possible or pay for the later part of his life.
	He had been informed by his doctor to lose weight as soon as possible or pay the price for the later part of his life.
	The doctor told him to lose weight as fast as possible or to pay the price of the later part of his life.
	The doctor told him to lose weight as soon as possible or to pay for the later part of his life.
	The doctors told him either to lose weight rapidly or pay for the later part of his life.
	Doctors had told him to lose weight quickly or pay for a later part of his life.
	He was told by the doctor to lose weight as soon as possible, or pay for the latter part of his life.
-----------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------
Test Sentence: Jet lag causes problems with our biological clock.
Top 100 Translations
	The slowness of the jets raises the problem of our biological clocks.
	Our biological clocks cause problems from the slowness of the jets.
	A slow jet is causing us biological clock problems.
	Slow jets raise issues with our biological clocks.
	Slowness in jet jets caused problems with biological clocks.
	The slowness of the jets has caused a problem with our living clocks.
	We get a problem with the biological clock as a result of jet slowness.
	The jet delays raised a problem with our biological clocks.
	We have a problem with the bio clocks when the jets slow down.
	Slowness of jets causes problems with our biological clocks.
	The late delivery of the jet would have caused a problem with our bio-alarm alarm.
	The late delivery of jets could cause a problem with our biological alarm clocks.
	A little late jet would be causing us a problem with biological alarm bells.
	This late jet would cause problems for our bi-biological bells.
	We can get a problem with our biological alarms because of the jet's late arrival.
	Late jets may cause trouble to our bio-alarm clocks.
	We have to get rid of the jet's delay, which is gonna cause problems for our biological alarms.
	It causes problems to our bio-alarm alarm when the jet gets late.
	The late arrival of jets can cause problems for our biological alarms.
	The late formulation of the jets is a problem for our biological alarm clocks.
	Time difference may cause problems in biological bells.
	The difference in time has caused problems with the biological bells.
	A time difference could cause problems with biological bells.
	Time differentials can cause trouble for a bio-blocking bell.
	The time lag is a problem with biological bells.
	Time differentials are a problem for biological bells.
	The time difference can be a problem with biological clocks.
	This time difference can create problems with living bells.
	Time lags can cause problems with biological clocks.
	Time differentials cause problems with biological bells.
	This slow jet lag could cause problems with our biological bells.
	We're talking a problem with jet lags in our biology bells.
	We've got to slow down the jets and cause problems with our biological bells.
	The slowness of jets will create problems with biological bells.
	A slow jet lag can cause problems with our biological bells.
	Slowing up of jets will cause problems for our biological bells.
	It's going to cause problems with our biological bells.
	The slowness of jets can cause the problem with our biology bells.
	We'll be having the biological clock if our jet slows down.
	The jet lag will cause problems with our biological bells.
	The time lag in the aircraft raises the issue of our biological clocks.
	The time lag in the jet raises our biological clock problem.
	The time lag in the plane has caused us a biological clock problem.
	Time lag in aircraft gives us the problem of living clocks.
	The delays in the planes are causing problems for our biological clocks.
	The time lag caused us biological clock problems.
	The jets time delay has raised our biological clock problem.
	The time lag on the aircraft has raised the issue of our biological clocks.
	The jet time lag has caused us problems with biological clocks.
	The time lags in the plane give rise to the biological clock problem.
	Time lags have caused us a biological clock problem.
	Time lag's creating a problem for our creatures' bells.
	The timing lags have caused our biological clock problems.
	It's a matter of time difference that gives rise to the problem of our biological bells.
	It's about time lags, which cause questions about our biological clocks.
	The clock difference raises the issue of our living bells.
	Time lag's causing problems with our biological clocks.
	The clock lags raise the issue of our biocelebratory bells.
	This time difference has created a problem for our biological bells.
	The time difference has caused questions for our biological bells.
	We don't know if the jets will have a problem with our bikini bells if we're late.
	The slowness of the jets poses questions for our biological bells.
	Late jets may be causing problems for our physiological bells.
	We can't take any more of that. It'll bring problems to our biological bells.
	Late jets will cause troubles to our biological bells.
	The late start of the jets will cause problems with our biological bells.
	It'd be a problem for our biological clock when the jets are too late.
	We'll have problems with our biological clock as a result of the delayed arrival of the jet.
	We're in trouble with our life bell when the jet arrives late.
	Late jets could pose a problem for our biological bells.
	The plane's jet lags can create a problem for our biographic bells.
	The slowness of the jet causes us problems with the biological bells.
	The time lag of the plane will give us the biological clocks a little bit of a problem.
	Time lags on the plane create problems for our biological bells.
	The slowness of the airplane could create problems with our biological bells.
	The time delay on the plane will create problems with our bikini bells.
	Time lag in our plane could cause a problem for our biological bells.
	The time lag in the aircraft causes problems with biological bells.
	A time lag in a plane would cause a problem with a biological bell.
	We're running short of time and it can cause problems with our biological bells.
	The jet time differential is causing problems for our biological bells.
	Jet hour differentials cause problems for our biological bells.
	The jet hour differentials are creating problems in our biology bells.
	We're having a problem with our biological clock caused by jet time differentials.
	The jet hour lag has created problems with our biology bells.
	The jet time differential creates problems for our biological bells.
	And this jet time lag creates problems for our bipolar bells.
	The jet time lag created problems for our biological bells.
	The jet hour differentials caused problems to our biological bells.
	The jet time difference is causing us problems with biological bells.
	The delay of the locomotive gives rise to problems with the biological clock.
	The travel time of a motorcycle can be the result of biological clock problems.
	The time lag of a motorcycle will cause problems with a biological clock.
	- It's not like you're gonna be able to have an biological clock, and you're gonna have to wait a little longer.
	The time lag of locomotives creates problems of biological clocks.
	The time lag in the locomotive gives rise to the problem of biological clocks.
	The delay of a locomotive can create a problem for biological clocks.
	The delay in time for the locomotive is causing the problems of biological clocks.
	There's a time delay here in the truck that would make the biological clock a problem.
	A locomotive is causing a biological clock problem.
-----------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------
Test Sentence: This species of seagull is not a resident of the island, but will sometimes rest here a while.
Top 100 Translations
	The gull, which wasn't a resident of the island, was sometimes staying here for a while.
	The gull was not a resident of that island, but it'd be here for a while.
	The gulls are not people of this island but sometimes they stay here for a while.
	The seagull was not a inhabitants of the island, but sometimes it stayed here for a while.
	The gulls are not inhabitants of the island, but sometimes, for a while, there are times we'd like to stay here.
	It is not a population, but sometimes it has to be here for a while.
	This seagull is not a native of the island, but it sometimes stays in here for a while.
	The gull is not a resident of this island, but will sometimes be there for a while.
